creature_name,body_type,color,activity,mood,quirk,full_prompt
"Lee","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lee, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lee","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lee, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lee833","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lee833, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lee833","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lee833, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lee833","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lee833, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Leif","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Leif, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Leif","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Leif, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Leif","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Leif, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Leo","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Leo, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Leo","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Leo, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Leo","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Leo, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Leo676","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Leo676, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Leo676","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Leo676, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Leo676","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Leo676, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Leo930","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Leo930, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Leo930","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Leo930, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Leo930","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Leo930, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lilo","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lilo, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lilo","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lilo, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lilo","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lilo, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lily","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lily, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lily","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lily, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lily","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lily, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Liv","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Liv, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Liv","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Liv, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Liv","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Liv, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Liv484","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Liv484, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Liv484","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Liv484, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Liv484","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Liv484, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Liv937","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Liv937, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Liv937","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Liv937, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Liv937","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Liv937, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lolo","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lolo, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lolo","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lolo, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lolo","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lolo, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Louis","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Louis, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Louis","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Louis, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Louis","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Louis, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Luc","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Luc, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Luc","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Luc, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Luc","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Luc, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Luca","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Luca, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Luca","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Luca, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Luca","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Luca, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lucia","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lucia, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lucia","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lucia, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lucia","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lucia, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Luna","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Luna, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Luna","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Luna, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Luna","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Luna, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Luna735","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Luna735, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Luna735","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Luna735, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Luna735","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Luna735, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lyra","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lyra, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lyra","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lyra, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lyra","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lyra, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Lyra170","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Lyra170, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Lyra170","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Lyra170, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Lyra170","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Lyra170, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Mae","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Mae, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Mae","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Mae, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Mae","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Mae, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Mai","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Mai, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Mai","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Mai, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Mai","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Mai, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Maja","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Maja, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Maja","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Maja, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Maja","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Maja, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Maple","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Maple, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Maple","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Maple, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Maple","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Maple, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Marco","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Marco, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Marco","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Marco, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Marco","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Marco, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Max","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Max, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Max","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Max, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Max","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Max, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Maya","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Maya, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Maya","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Maya, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Maya","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Maya, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Meadow","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Meadow, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Meadow","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Meadow, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Meadow","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Meadow, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Meadow025","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Meadow025, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Meadow025","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Meadow025, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Meadow025","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Meadow025, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Mel","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Mel, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Mel","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Mel, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Mel","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Mel, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Melody","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Melody, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Melody","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Melody, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Melody","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Melody, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Melody186","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Melody186, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Melody186","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Melody186, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
